TimeStamp	Parameter	Lane	Det	Signal	Cycle	CycleLength	YST	YST_NC	RST	GST	RedTime	GreenTime	AIC	TUY	TUG	SSC
2022-12-06 07:55:42.300	27	R	adv	R	5.0	120.0	2022-12-06 07:54:35.000	2022-12-06 07:56:35.000	2022-12-06 07:54:38.600	2022-12-06 07:55:50.700	72.1	44.3	67.3	52.7	8.4	RR
2022-12-06 07:55:47.500	27	R	adv	R	5.0	120.0	2022-12-06 07:54:35.000	2022-12-06 07:56:35.000	2022-12-06 07:54:38.600	2022-12-06 07:55:50.700	72.1	44.3	72.5	47.5	3.2	RR
2022-12-06 07:55:47.700	11	L	stop	R	5.0	120.0	2022-12-06 07:54:35.000	2022-12-06 07:56:35.000	2022-12-06 07:54:38.600	2022-12-06 07:55:50.700	72.1	44.3	72.7	47.300000000000004	3.0	RG
2022-12-06 07:55:49.900	27	R	adv	R	5.0	120.0	2022-12-06 07:54:35.000	2022-12-06 07:56:35.000	2022-12-06 07:54:38.600	2022-12-06 07:55:50.700	72.1	44.3	74.9	45.1	0.8	RR
2022-12-06 07:55:50.900	28	M	adv	G	5.0	120.0	2022-12-06 07:54:35.000	2022-12-06 07:56:35.000	2022-12-06 07:54:38.600	2022-12-06 07:55:50.700	72.1	44.3	75.9	44.1	-0.2	GG
2022-12-06 07:55:52.800	29	L	adv	G	5.0	120.0	2022-12-06 07:54:35.000	2022-12-06 07:56:35.000	2022-12-06 07:54:38.600	2022-12-06 07:55:50.700	72.1	44.3	77.80000000000001	42.2	-2.1	GG
2022-12-06 07:55:53.700	28	M	adv	G	5.0	120.0	2022-12-06 07:54:35.000	2022-12-06 07:56:35.000	2022-12-06 07:54:38.600	2022-12-06 07:55:50.700	72.1	44.3	78.7	41.300000000000004	-3.0	GG
2022-12-06 07:55:54.900	29	L	adv	G	5.0	120.0	2022-12-06 07:54:35.000	2022-12-06 07:56:35.000	2022-12-06 07:54:38.600	2022-12-06 07:55:50.700	72.1	44.3	79.9	40.1	-4.2	GG
2022-12-06 07:55:55.700	28	M	adv	G	5.0	120.0	2022-12-06 07:54:35.000	2022-12-06 07:56:35.000	2022-12-06 07:54:38.600	2022-12-06 07:55:50.700	72.1	44.3	80.7	39.300000000000004	-5.0	GG
2022-12-06 07:55:57.200	29	L	adv	G	5.0	120.0	2022-12-06 07:54:35.000	2022-12-06 07:56:35.000	2022-12-06 07:54:38.600	2022-12-06 07:55:50.700	72.1	44.3	82.2	37.800000000000004	-6.5	GG
2022-12-06 07:55:58.500	28	M	adv	G	5.0	120.0	2022-12-06 07:54:35.000	2022-12-06 07:56:35.000	2022-12-06 07:54:38.600	2022-12-06 07:55:50.700	72.1	44.3	83.5	36.5	-7.800000000000001	GG
2022-12-06 07:55:58.600	10	M	stop	G	5.0	120.0	2022-12-06 07:54:35.000	2022-12-06 07:56:35.000	2022-12-06 07:54:38.600	2022-12-06 07:55:50.700	72.1	44.3	83.60000000000001	36.400000000000006	-7.9	GG
2022-12-06 07:55:58.700	6	LT	rear	R	4.0	118.2	2022-12-06 07:55:43.200	2022-12-06 07:57:41.400	2022-12-06 07:55:46.200	2022-12-06 07:57:35.400	109.2	6.0	15.500000000000002	102.7	96.7	RR
2022-12-06 07:55:59.700	28	M	adv	G	5.0	120.0	2022-12-06 07:54:35.000	2022-12-06 07:56:35.000	2022-12-06 07:54:38.600	2022-12-06 07:55:50.700	72.1	44.3	84.7	35.300000000000004	-9.0	GG
2022-12-06 07:55:59.900	29	L	adv	G	5.0	120.0	2022-12-06 07:54:35.000	2022-12-06 07:56:35.000	2022-12-06 07:54:38.600	2022-12-06 07:55:50.700	72.1	44.3	84.9	35.1	-9.200000000000001	GG
2022-12-06 07:56:00.000	5	LT	front	R	4.0	118.2	2022-12-06 07:55:43.200	2022-12-06 07:57:41.400	2022-12-06 07:55:46.200	2022-12-06 07:57:35.400	109.2	6.0	16.8	101.4	95.4	RG
2022-12-06 07:56:00.200	11	L	stop	G	5.0	120.0	2022-12-06 07:54:35.000	2022-12-06 07:56:35.000	2022-12-06 07:54:38.600	2022-12-06 07:55:50.700	72.1	44.3	85.2	34.800000000000004	-9.5	GG
2022-12-06 07:56:00.700	9	R	stop	G	5.0	120.0	2022-12-06 07:54:35.000	2022-12-06 07:56:35.000	2022-12-06 07:54:38.600	2022-12-06 07:55:50.700	72.1	44.3	85.7	34.300000000000004	-10.0	GG
2022-12-06 07:56:01.400	10	M	stop	G	5.0	120.0	2022-12-06 07:54:35.000	2022-12-06 07:56:35.000	2022-12-06 07:54:38.600	2022-12-06 07:55:50.700	72.1	44.3	86.4	33.6	-10.700000000000001	GG
2022-12-06 07:56:01.600	27	R	adv	G	5.0	120.0	2022-12-06 07:54:35.000	2022-12-06 07:56:35.000	2022-12-06 07:54:38.600	2022-12-06 07:55:50.700	72.1	44.3	86.60000000000001	33.4	-10.9	GG
2022-12-06 07:56:01.600	29	L	adv	G	5.0	120.0	2022-12-06 07:54:35.000	2022-12-06 07:56:35.000	2022-12-06 07:54:38.600	2022-12-06 07:55:50.700	72.1	44.3	86.60000000000001	33.4	-10.9	GG
2022-12-06 07:56:02.400	28	M	adv	G	5.0	120.0	2022-12-06 07:54:35.000	2022-12-06 07:56:35.000	2022-12-06 07:54:38.600	2022-12-06 07:55:50.700	72.1	44.3	87.4	32.6	-11.700000000000001	GG
2022-12-06 07:56:02.500	9	R	stop	G	5.0	120.0	2022-12-06 07:54:35.000	2022-12-06 07:56:35.000	2022-12-06 07:54:38.600	2022-12-06 07:55:50.700	72.1	44.3	87.5	32.5	-11.8	GG
2022-12-06 07:56:02.600	11	L	stop	G	5.0	120.0	2022-12-06 07:54:35.000	2022-12-06 07:56:35.000	2022-12-06 07:54:38.600	2022-12-06 07:55:50.700	72.1	44.3	87.60000000000001	32.4	-11.9	GG
2022-12-06 07:56:02.900	10	M	stop	G	5.0	120.0	2022-12-06 07:54:35.000	2022-12-06 07:56:35.000	2022-12-06 07:54:38.600	2022-12-06 07:55:50.700	72.1	44.3	87.9	32.1	-12.200000000000001	GG
2022-12-06 07:56:04.800	11	L	stop	G	5.0	120.0	2022-12-06 07:54:35.000	2022-12-06 07:56:35.000	2022-12-06 07:54:38.600	2022-12-06 07:55:50.700	72.1	44.3	89.80000000000001	30.200000000000003	-14.100000000000001	GG
2022-12-06 07:56:05.500	10	M	stop	G	5.0	120.0	2022-12-06 07:54:35.000	2022-12-06 07:56:35.000	2022-12-06 07:54:38.600	2022-12-06 07:55:50.700	72.1	44.3	90.5	29.500000000000004	-14.8	GG
2022-12-06 07:56:05.800	27	R	adv	G	5.0	120.0	2022-12-06 07:54:35.000	2022-12-06 07:56:35.000	2022-12-06 07:54:38.600	2022-12-06 07:55:50.700	72.1	44.3	90.80000000000001	29.200000000000003	-15.100000000000001	GG
2022-12-06 07:56:06.300	29	L	adv	G	5.0	120.0	2022-12-06 07:54:35.000	2022-12-06 07:56:35.000	2022-12-06 07:54:38.600	2022-12-06 07:55:50.700	72.1	44.3	91.30000000000001	28.700000000000003	-15.600000000000001	GG
2022-12-06 07:56:06.400	28	M	adv	G	5.0	120.0	2022-12-06 07:54:35.000	2022-12-06 07:56:35.000	2022-12-06 07:54:38.600	2022-12-06 07:55:50.700	72.1	44.3	91.4	28.6	-15.700000000000001	GG
2022-12-06 07:56:06.800	10	M	stop	G	5.0	120.0	2022-12-06 07:54:35.000	2022-12-06 07:56:35.000	2022-12-06 07:54:38.600	2022-12-06 07:55:50.700	72.1	44.3	91.80000000000001	28.200000000000003	-16.1	GG
2022-12-06 07:56:06.800	9	R	stop	G	5.0	120.0	2022-12-06 07:54:35.000	2022-12-06 07:56:35.000	2022-12-06 07:54:38.600	2022-12-06 07:55:50.700	72.1	44.3	91.80000000000001	28.200000000000003	-16.1	GG
2022-12-06 07:56:07.900	11	L	stop	G	5.0	120.0	2022-12-06 07:54:35.000	2022-12-06 07:56:35.000	2022-12-06 07:54:38.600	2022-12-06 07:55:50.700	72.1	44.3	92.9	27.1	-17.200000000000003	GG
2022-12-06 07:56:08.900	10	M	stop	G	5.0	120.0	2022-12-06 07:54:35.000	2022-12-06 07:56:35.000	2022-12-06 07:54:38.600	2022-12-06 07:55:50.700	72.1	44.3	93.9	26.1	-18.200000000000003	GG
2022-12-06 07:56:09.500	29	L	adv	G	5.0	120.0	2022-12-06 07:54:35.000	2022-12-06 07:56:35.000	2022-12-06 07:54:38.600	2022-12-06 07:55:50.700	72.1	44.3	94.5	25.5	-18.8	GG
2022-12-06 07:56:10.500	9	R	stop	G	5.0	120.0	2022-12-06 07:54:35.000	2022-12-06 07:56:35.000	2022-12-06 07:54:38.600	2022-12-06 07:55:50.700	72.1	44.3	95.5	24.5	-19.8	GG
2022-12-06 07:56:11.000	10	M	stop	G	5.0	120.0	2022-12-06 07:54:35.000	2022-12-06 07:56:35.000	2022-12-06 07:54:38.600	2022-12-06 07:55:50.700	72.1	44.3	96.0	24.0	-20.3	GG
2022-12-06 07:56:11.300	27	R	adv	G	5.0	120.0	2022-12-06 07:54:35.000	2022-12-06 07:56:35.000	2022-12-06 07:54:38.600	2022-12-06 07:55:50.700	72.1	44.3	96.30000000000001	23.700000000000003	-20.6	GG
2022-12-06 07:56:11.700	11	L	stop	G	5.0	120.0	2022-12-06 07:54:35.000	2022-12-06 07:56:35.000	2022-12-06 07:54:38.600	2022-12-06 07:55:50.700	72.1	44.3	96.7	23.3	-21.0	GG
2022-12-06 07:56:15.300	11	L	stop	G	5.0	120.0	2022-12-06 07:54:35.000	2022-12-06 07:56:35.000	2022-12-06 07:54:38.600	2022-12-06 07:55:50.700	72.1	44.3	100.30000000000001	19.700000000000003	-24.6	GG
2022-12-06 07:56:15.800	27	R	adv	G	5.0	120.0	2022-12-06 07:54:35.000	2022-12-06 07:56:35.000	2022-12-06 07:54:38.600	2022-12-06 07:55:50.700	72.1	44.3	100.80000000000001	19.200000000000003	-25.1	GG
2022-12-06 07:56:16.300	9	R	stop	G	5.0	120.0	2022-12-06 07:54:35.000	2022-12-06 07:56:35.000	2022-12-06 07:54:38.600	2022-12-06 07:55:50.700	72.1	44.3	101.30000000000001	18.700000000000003	-25.6	GG
2022-12-06 07:56:19.800	10	M	stop	G	5.0	120.0	2022-12-06 07:54:35.000	2022-12-06 07:56:35.000	2022-12-06 07:54:38.600	2022-12-06 07:55:50.700	72.1	44.3	104.80000000000001	15.200000000000001	-29.1	GG
2022-12-06 07:56:21.100	28	M	adv	G	5.0	120.0	2022-12-06 07:54:35.000	2022-12-06 07:56:35.000	2022-12-06 07:54:38.600	2022-12-06 07:55:50.700	72.1	44.3	106.10000000000001	13.9	-30.400000000000002	GG
2022-12-06 07:56:22.600	27	R	adv	G	5.0	120.0	2022-12-06 07:54:35.000	2022-12-06 07:56:35.000	2022-12-06 07:54:38.600	2022-12-06 07:55:50.700	72.1	44.3	107.60000000000001	12.4	-31.900000000000002	GG
2022-12-06 07:56:24.400	28	M	adv	G	5.0	120.0	2022-12-06 07:54:35.000	2022-12-06 07:56:35.000	2022-12-06 07:54:38.600	2022-12-06 07:55:50.700	72.1	44.3	109.4	10.600000000000001	-33.7	GG
2022-12-06 07:56:24.700	29	L	adv	G	5.0	120.0	2022-12-06 07:54:35.000	2022-12-06 07:56:35.000	2022-12-06 07:54:38.600	2022-12-06 07:55:50.700	72.1	44.3	109.7	10.3	-34.0	GG
2022-12-06 07:56:25.000	10	M	stop	G	5.0	120.0	2022-12-06 07:54:35.000	2022-12-06 07:56:35.000	2022-12-06 07:54:38.600	2022-12-06 07:55:50.700	72.1	44.3	110.0	10.0	-34.300000000000004	GG
2022-12-06 07:56:26.000	29	L	adv	G	5.0	120.0	2022-12-06 07:54:35.000	2022-12-06 07:56:35.000	2022-12-06 07:54:38.600	2022-12-06 07:55:50.700	72.1	44.3	111.0	9.0	-35.300000000000004	GG
2022-12-06 07:56:27.100	9	R	stop	G	5.0	120.0	2022-12-06 07:54:35.000	2022-12-06 07:56:35.000	2022-12-06 07:54:38.600	2022-12-06 07:55:50.700	72.1	44.3	112.10000000000001	7.9	-36.400000000000006	GG
2022-12-06 07:56:27.600	27	R	adv	G	5.0	120.0	2022-12-06 07:54:35.000	2022-12-06 07:56:35.000	2022-12-06 07:54:38.600	2022-12-06 07:55:50.700	72.1	44.3	112.60000000000001	7.4	-36.900000000000006	GG
2022-12-06 07:56:28.100	10	M	stop	G	5.0	120.0	2022-12-06 07:54:35.000	2022-12-06 07:56:35.000	2022-12-06 07:54:38.600	2022-12-06 07:55:50.700	72.1	44.3	113.10000000000001	6.9	-37.400000000000006	GG
2022-12-06 07:56:29.400	11	L	stop	G	5.0	120.0	2022-12-06 07:54:35.000	2022-12-06 07:56:35.000	2022-12-06 07:54:38.600	2022-12-06 07:55:50.700	72.1	44.3	114.4	5.6000000000000005	-38.7	GG
2022-12-06 07:56:30.700	11	L	stop	G	5.0	120.0	2022-12-06 07:54:35.000	2022-12-06 07:56:35.000	2022-12-06 07:54:38.600	2022-12-06 07:55:50.700	72.1	44.3	115.7	4.300000000000001	-40.0	GG
2022-12-06 07:56:31.900	9	R	stop	G	5.0	120.0	2022-12-06 07:54:35.000	2022-12-06 07:56:35.000	2022-12-06 07:54:38.600	2022-12-06 07:55:50.700	72.1	44.3	116.9	3.1	-41.2	GG
2022-12-06 07:57:23.800	29	L	adv	R	6.0	120.0	2022-12-06 07:56:35.000	2022-12-06 07:58:35.000	2022-12-06 07:56:38.600	2022-12-06 07:57:35.400	56.8	59.6	48.800000000000004	71.2	11.600000000000001	RR
2022-12-06 07:57:32.500	11	L	stop	R	6.0	120.0	2022-12-06 07:56:35.000	2022-12-06 07:58:35.000	2022-12-06 07:56:38.600	2022-12-06 07:57:35.400	56.8	59.6	57.50000000000001	62.50000000000001	2.9000000000000004	RG
2022-12-06 07:57:34.300	27	R	adv	R	6.0	120.0	2022-12-06 07:56:35.000	2022-12-06 07:58:35.000	2022-12-06 07:56:38.600	2022-12-06 07:57:35.400	56.8	59.6	59.300000000000004	60.7	1.1	RR
2022-12-06 07:57:35.300	28	M	adv	R	6.0	120.0	2022-12-06 07:56:35.000	2022-12-06 07:58:35.000	2022-12-06 07:56:38.600	2022-12-06 07:57:35.400	56.8	59.6	60.300000000000004	59.7	0.1	RG
2022-12-06 07:57:37.800	27	R	adv	G	6.0	120.0	2022-12-06 07:56:35.000	2022-12-06 07:58:35.000	2022-12-06 07:56:38.600	2022-12-06 07:57:35.400	56.8	59.6	62.800000000000004	57.2	-2.4000000000000004	GG
2022-12-06 07:57:38.100	29	L	adv	G	6.0	120.0	2022-12-06 07:56:35.000	2022-12-06 07:58:35.000	2022-12-06 07:56:38.600	2022-12-06 07:57:35.400	56.8	59.6	63.1	56.900000000000006	-2.7	GG
2022-12-06 07:57:39.400	27	R	adv	G	6.0	120.0	2022-12-06 07:56:35.000	2022-12-06 07:58:35.000	2022-12-06 07:56:38.600	2022-12-06 07:57:35.400	56.8	59.6	64.4	55.6	-4.0	GG
2022-12-06 07:57:39.500	9	R	stop	G	6.0	120.0	2022-12-06 07:56:35.000	2022-12-06 07:58:35.000	2022-12-06 07:56:38.600	2022-12-06 07:57:35.400	56.8	59.6	64.5	55.5	-4.1000000000000005	GG
2022-12-06 07:57:40.100	10	M	stop	G	6.0	120.0	2022-12-06 07:56:35.000	2022-12-06 07:58:35.000	2022-12-06 07:56:38.600	2022-12-06 07:57:35.400	56.8	59.6	65.10000000000001	54.900000000000006	-4.7	GG
2022-12-06 07:57:42.300	29	L	adv	G	6.0	120.0	2022-12-06 07:56:35.000	2022-12-06 07:58:35.000	2022-12-06 07:56:38.600	2022-12-06 07:57:35.400	56.8	59.6	67.3	52.7	-6.9	GG
2022-12-06 07:57:42.400	27	R	adv	G	6.0	120.0	2022-12-06 07:56:35.000	2022-12-06 07:58:35.000	2022-12-06 07:56:38.600	2022-12-06 07:57:35.400	56.8	59.6	67.4	52.6	-7.0	GG
2022-12-06 07:57:42.500	9	R	stop	G	6.0	120.0	2022-12-06 07:56:35.000	2022-12-06 07:58:35.000	2022-12-06 07:56:38.600	2022-12-06 07:57:35.400	56.8	59.6	67.5	52.5	-7.1000000000000005	GG
2022-12-06 07:57:42.800	11	L	stop	G	6.0	120.0	2022-12-06 07:56:35.000	2022-12-06 07:58:35.000	2022-12-06 07:56:38.600	2022-12-06 07:57:35.400	56.8	59.6	67.8	52.2	-7.4	GG
2022-12-06 07:57:43.000	10	M	stop	G	6.0	120.0	2022-12-06 07:56:35.000	2022-12-06 07:58:35.000	2022-12-06 07:56:38.600	2022-12-06 07:57:35.400	56.8	59.6	68.0	52.0	-7.6000000000000005	GG
2022-12-06 07:57:43.700	27	R	adv	G	6.0	120.0	2022-12-06 07:56:35.000	2022-12-06 07:58:35.000	2022-12-06 07:56:38.600	2022-12-06 07:57:35.400	56.8	59.6	68.7	51.300000000000004	-8.3	GG
2022-12-06 07:57:44.300	9	R	stop	G	6.0	120.0	2022-12-06 07:56:35.000	2022-12-06 07:58:35.000	2022-12-06 07:56:38.600	2022-12-06 07:57:35.400	56.8	59.6	69.30000000000001	50.7	-8.9	GG
2022-12-06 07:57:45.000	29	L	adv	G	6.0	120.0	2022-12-06 07:56:35.000	2022-12-06 07:58:35.000	2022-12-06 07:56:38.600	2022-12-06 07:57:35.400	56.8	59.6	70.0	50.0	-9.600000000000001	GG
2022-12-06 07:57:46.000	27	R	adv	G	6.0	120.0	2022-12-06 07:56:35.000	2022-12-06 07:58:35.000	2022-12-06 07:56:38.600	2022-12-06 07:57:35.400	56.8	59.6	71.0	49.0	-10.600000000000001	GG
2022-12-06 07:57:46.900	9	R	stop	G	6.0	120.0	2022-12-06 07:56:35.000	2022-12-06 07:58:35.000	2022-12-06 07:56:38.600	2022-12-06 07:57:35.400	56.8	59.6	71.9	48.1	-11.5	GG
2022-12-06 07:57:47.000	6	LT	rear	R	5.0	119.1	2022-12-06 07:57:41.400	2022-12-06 07:59:40.500	2022-12-06 07:57:44.400	2022-12-06 07:59:35.400	111.0	5.1	5.6000000000000005	113.5	108.4	RR
2022-12-06 07:57:47.600	28	M	adv	G	6.0	120.0	2022-12-06 07:56:35.000	2022-12-06 07:58:35.000	2022-12-06 07:56:38.600	2022-12-06 07:57:35.400	56.8	59.6	72.60000000000001	47.400000000000006	-12.200000000000001	GG
2022-12-06 07:57:48.100	5	LT	front	R	5.0	119.1	2022-12-06 07:57:41.400	2022-12-06 07:59:40.500	2022-12-06 07:57:44.400	2022-12-06 07:59:35.400	111.0	5.1	6.7	112.4	107.30000000000001	RG
2022-12-06 07:57:48.500	29	L	adv	G	6.0	120.0	2022-12-06 07:56:35.000	2022-12-06 07:58:35.000	2022-12-06 07:56:38.600	2022-12-06 07:57:35.400	56.8	59.6	73.5	46.5	-13.100000000000001	GG
2022-12-06 07:57:48.800	27	R	adv	G	6.0	120.0	2022-12-06 07:56:35.000	2022-12-06 07:58:35.000	2022-12-06 07:56:38.600	2022-12-06 07:57:35.400	56.8	59.6	73.80000000000001	46.2	-13.4	GG
2022-12-06 07:57:49.000	9	R	stop	G	6.0	120.0	2022-12-06 07:56:35.000	2022-12-06 07:58:35.000	2022-12-06 07:56:38.600	2022-12-06 07:57:35.400	56.8	59.6	74.0	46.0	-13.600000000000001	GG
2022-12-06 07:57:49.200	28	M	adv	G	6.0	120.0	2022-12-06 07:56:35.000	2022-12-06 07:58:35.000	2022-12-06 07:56:38.600	2022-12-06 07:57:35.400	56.8	59.6	74.2	45.800000000000004	-13.8	GG
2022-12-06 07:57:49.500	11	L	stop	G	6.0	120.0	2022-12-06 07:56:35.000	2022-12-06 07:58:35.000	2022-12-06 07:56:38.600	2022-12-06 07:57:35.400	56.8	59.6	74.5	45.5	-14.100000000000001	GG
2022-12-06 07:57:49.700	29	L	adv	G	6.0	120.0	2022-12-06 07:56:35.000	2022-12-06 07:58:35.000	2022-12-06 07:56:38.600	2022-12-06 07:57:35.400	56.8	59.6	74.7	45.300000000000004	-14.3	GG
2022-12-06 07:57:50.800	9	R	stop	G	6.0	120.0	2022-12-06 07:56:35.000	2022-12-06 07:58:35.000	2022-12-06 07:56:38.600	2022-12-06 07:57:35.400	56.8	59.6	75.80000000000001	44.2	-15.4	GG
2022-12-06 07:57:50.900	27	R	adv	G	6.0	120.0	2022-12-06 07:56:35.000	2022-12-06 07:58:35.000	2022-12-06 07:56:38.600	2022-12-06 07:57:35.400	56.8	59.6	75.9	44.1	-15.500000000000002	GG
2022-12-06 07:57:51.400	29	L	adv	G	6.0	120.0	2022-12-06 07:56:35.000	2022-12-06 07:58:35.000	2022-12-06 07:56:38.600	2022-12-06 07:57:35.400	56.8	59.6	76.4	43.6	-16.0	GG
2022-12-06 07:57:52.000	10	M	stop	G	6.0	120.0	2022-12-06 07:56:35.000	2022-12-06 07:58:35.000	2022-12-06 07:56:38.600	2022-12-06 07:57:35.400	56.8	59.6	77.0	43.0	-16.6	GG
2022-12-06 07:57:52.400	28	M	adv	G	6.0	120.0	2022-12-06 07:56:35.000	2022-12-06 07:58:35.000	2022-12-06 07:56:38.600	2022-12-06 07:57:35.400	56.8	59.6	77.4	42.6	-17.0	GG
2022-12-06 07:57:52.900	27	R	adv	G	6.0	120.0	2022-12-06 07:56:35.000	2022-12-06 07:58:35.000	2022-12-06 07:56:38.600	2022-12-06 07:57:35.400	56.8	59.6	77.9	42.1	-17.5	GG
2022-12-06 07:57:52.900	11	L	stop	G	6.0	120.0	2022-12-06 07:56:35.000	2022-12-06 07:58:35.000	2022-12-06 07:56:38.600	2022-12-06 07:57:35.400	56.8	59.6	77.9	42.1	-17.5	GG
2022-12-06 07:57:53.400	10	M	stop	G	6.0	120.0	2022-12-06 07:56:35.000	2022-12-06 07:58:35.000	2022-12-06 07:56:38.600	2022-12-06 07:57:35.400	56.8	59.6	78.4	41.6	-18.0	GG
2022-12-06 07:57:53.600	9	R	stop	G	6.0	120.0	2022-12-06 07:56:35.000	2022-12-06 07:58:35.000	2022-12-06 07:56:38.600	2022-12-06 07:57:35.400	56.8	59.6	78.60000000000001	41.400000000000006	-18.200000000000003	GG
2022-12-06 07:57:53.700	29	L	adv	G	6.0	120.0	2022-12-06 07:56:35.000	2022-12-06 07:58:35.000	2022-12-06 07:56:38.600	2022-12-06 07:57:35.400	56.8	59.6	78.7	41.300000000000004	-18.3	GG
2022-12-06 07:57:54.100	11	L	stop	G	6.0	120.0	2022-12-06 07:56:35.000	2022-12-06 07:58:35.000	2022-12-06 07:56:38.600	2022-12-06 07:57:35.400	56.8	59.6	79.10000000000001	40.900000000000006	-18.700000000000003	GG
2022-12-06 07:57:54.900	29	L	adv	G	6.0	120.0	2022-12-06 07:56:35.000	2022-12-06 07:58:35.000	2022-12-06 07:56:38.600	2022-12-06 07:57:35.400	56.8	59.6	79.9	40.1	-19.5	GG
2022-12-06 07:57:56.000	11	L	stop	G	6.0	120.0	2022-12-06 07:56:35.000	2022-12-06 07:58:35.000	2022-12-06 07:56:38.600	2022-12-06 07:57:35.400	56.8	59.6	81.0	39.0	-20.6	GG
2022-12-06 07:57:56.100	9	R	stop	G	6.0	120.0	2022-12-06 07:56:35.000	2022-12-06 07:58:35.000	2022-12-06 07:56:38.600	2022-12-06 07:57:35.400	56.8	59.6	81.10000000000001	38.900000000000006	-20.700000000000003	GG
2022-12-06 07:57:56.700	27	R	adv	G	6.0	120.0	2022-12-06 07:56:35.000	2022-12-06 07:58:35.000	2022-12-06 07:56:38.600	2022-12-06 07:57:35.400	56.8	59.6	81.7	38.300000000000004	-21.3	GG
2022-12-06 07:57:56.800	10	M	stop	G	6.0	120.0	2022-12-06 07:56:35.000	2022-12-06 07:58:35.000	2022-12-06 07:56:38.600	2022-12-06 07:57:35.400	56.8	59.6	81.80000000000001	38.2	-21.400000000000002	GG
2022-12-06 07:57:57.100	28	M	adv	G	6.0	120.0	2022-12-06 07:56:35.000	2022-12-06 07:58:35.000	2022-12-06 07:56:38.600	2022-12-06 07:57:35.400	56.8	59.6	82.10000000000001	37.900000000000006	-21.700000000000003	GG
2022-12-06 07:57:58.300	11	L	stop	G	6.0	120.0	2022-12-06 07:56:35.000	2022-12-06 07:58:35.000	2022-12-06 07:56:38.600	2022-12-06 07:57:35.400	56.8	59.6	83.30000000000001	36.7	-22.900000000000002	GG
2022-12-06 07:57:58.500	9	R	stop	G	6.0	120.0	2022-12-06 07:56:35.000	2022-12-06 07:58:35.000	2022-12-06 07:56:38.600	2022-12-06 07:57:35.400	56.8	59.6	83.5	36.5	-23.1	GG
2022-12-06 07:57:59.500	11	L	stop	G	6.0	120.0	2022-12-06 07:56:35.000	2022-12-06 07:58:35.000	2022-12-06 07:56:38.600	2022-12-06 07:57:35.400	56.8	59.6	84.5	35.5	-24.1	GG
2022-12-06 07:58:00.000	27	R	adv	G	6.0	120.0	2022-12-06 07:56:35.000	2022-12-06 07:58:35.000	2022-12-06 07:56:38.600	2022-12-06 07:57:35.400	56.8	59.6	85.0	35.0	-24.6	GG
2022-12-06 07:58:01.700	9	R	stop	G	6.0	120.0	2022-12-06 07:56:35.000	2022-12-06 07:58:35.000	2022-12-06 07:56:38.600	2022-12-06 07:57:35.400	56.8	59.6	86.7	33.300000000000004	-26.3	GG
2022-12-06 07:58:01.800	10	M	stop	G	6.0	120.0	2022-12-06 07:56:35.000	2022-12-06 07:58:35.000	2022-12-06 07:56:38.600	2022-12-06 07:57:35.400	56.8	59.6	86.80000000000001	33.2	-26.400000000000002	GG
2022-12-06 07:58:05.400	9	R	stop	G	6.0	120.0	2022-12-06 07:56:35.000	2022-12-06 07:58:35.000	2022-12-06 07:56:38.600	2022-12-06 07:57:35.400	56.8	59.6	90.4	29.6	-30.000000000000004	GG
2022-12-06 07:58:24.400	29	L	adv	G	6.0	120.0	2022-12-06 07:56:35.000	2022-12-06 07:58:35.000	2022-12-06 07:56:38.600	2022-12-06 07:57:35.400	56.8	59.6	109.4	10.600000000000001	-49.0	GG
2022-12-06 07:58:25.000	29	L	adv	G	6.0	120.0	2022-12-06 07:56:35.000	2022-12-06 07:58:35.000	2022-12-06 07:56:38.600	2022-12-06 07:57:35.400	56.8	59.6	110.0	10.0	-49.6	GG
2022-12-06 07:58:31.000	11	L	stop	G	6.0	120.0	2022-12-06 07:56:35.000	2022-12-06 07:58:35.000	2022-12-06 07:56:38.600	2022-12-06 07:57:35.400	56.8	59.6	116.00000000000001	4.0	-55.6	GG
2022-12-06 07:59:41.700	27	R	adv	R	7.0	120.0	2022-12-06 07:58:35.000	2022-12-06 08:00:35.000	2022-12-06 07:58:38.600	2022-12-06 07:59:45.300	66.7	49.7	66.7	53.300000000000004	3.6	RR
2022-12-06 07:59:45.100	27	R	adv	R	7.0	120.0	2022-12-06 07:58:35.000	2022-12-06 08:00:35.000	2022-12-06 07:58:38.600	2022-12-06 07:59:45.300	66.7	49.7	70.10000000000001	49.900000000000006	0.2	RG
2022-12-06 07:59:46.200	29	L	adv	G	7.0	120.0	2022-12-06 07:58:35.000	2022-12-06 08:00:35.000	2022-12-06 07:58:38.600	2022-12-06 07:59:45.300	66.7	49.7	71.2	48.800000000000004	-0.9	GG
2022-12-06 07:59:47.000	9	R	stop	G	7.0	120.0	2022-12-06 07:58:35.000	2022-12-06 08:00:35.000	2022-12-06 07:58:38.600	2022-12-06 07:59:45.300	66.7	49.7	72.0	48.0	-1.7000000000000002	GG
2022-12-06 07:59:47.100	27	R	adv	G	7.0	120.0	2022-12-06 07:58:35.000	2022-12-06 08:00:35.000	2022-12-06 07:58:38.600	2022-12-06 07:59:45.300	66.7	49.7	72.10000000000001	47.900000000000006	-1.8	GG
