AIY_adv	TUY_adv	OccTime_adv	HeadwayFoll_adv	GapFoll_adv	AIY_stop	TUY_stop	OccTime_stop	HeadwayFoll_stop	GapFoll_stop	travel_time	adv_indication	decision	car_follow	occ_ratio	month	day	hour
101.0	4.0	0.3	2.0	1.8	104.8	0.2	0.8	2.5	1.9	3.8	1.0	1.0	0.0	2.6667	01	18	19
102.5	2.5	0.4	23.8	23.3	0.9	94.1	0.6	20.8	19.7	3.4	1.0	1.0	0.0	1.5	01	18	19
101.0	4.0	0.3	2.0	1.8	1.1	93.9	0.7	1.3	0.5	5.1	1.0	1.0	0.0	2.3333	01	18	19
0.2	94.8	0.3	16.5	16.2	6.0	89.0	65.9	17.6	16.7	5.8	0.0	0.0	0.0	219.6667	01	18	19
94.3	5.7	0.3	14.9	14.6	98.7	1.3	0.8	14.4	13.5	4.4	1.0	1.0	0.0	2.6667	01	18	19
1.7	99.2	0.3	24.1	23.8	7.7	93.2	57.2	25.8	24.9	6.0	0.0	0.0	0.0	190.6667	01	18	19
1.9	94.3	0.4	25.0	24.5	8.7	87.5	67.7	17.8	16.0	6.8	0.0	0.0	0.0	169.25	01	18	19
93.0	2.0	0.3	3.5	3.2	1.8	97.7	0.7	3.8	3.1	3.8	1.0	1.0	0.0	2.3333	01	18	19
1.1	98.4	0.3	7.2	6.8	7.1	92.4	54.6	8.4	7.5	6.0	0.0	0.0	0.0	182.0	01	18	19
97.5	2.5	0.3	30.3	29.0	1.8	98.2	0.9	7.6	6.0	4.3	1.0	1.0	0.0	3.0	01	18	19
99.3	0.7	0.3	19.7	19.0	5.4	94.6	62.2	17.9	16.7	6.1	1.0	0.0	0.0	207.3333	01	18	19
2.8	97.2	0.3	5.3	5.0	11.2	88.8	54.6	9.4	8.5	8.4	0.0	0.0	0.0	182.0	01	18	19
95.2	4.8	0.7	28.5	28.0	0.3	92.6	1.1	76.2	20.6	5.1	1.0	1.0	0.0	1.5714	01	18	19
106.1	1.0	0.3	51.0	50.5	2.9	97.1	0.7	71.0	24.1	3.9	1.0	1.0	0.0	2.3333	01	18	19
105.9	1.2	0.5	65.7	65.4	3.8	96.2	1.2	67.9	27.8	5.0	1.0	1.0	0.0	2.4	01	18	19
2.6	97.4	0.3	3.6	3.3	8.3	91.7	72.1	5.4	4.7	5.7	0.0	0.0	0.0	240.3333	01	18	19
1.8	98.2	0.5	49.5	48.7	8.5	91.5	66.1	52.0	34.5	6.7	0.0	0.0	0.0	132.2	01	18	19
1.6	98.4	0.3	2.8	2.3	9.0	91.0	68.8	5.2	4.0	7.4	0.0	0.0	0.0	229.3333	01	18	19
63.2	4.4	0.9	5.4	4.8	67.2	0.4	1.6	2.4	0.7	4.0	1.0	1.0	0.0	1.7778	01	18	20
2.7	115.0	0.5	18.8	18.5	11.9	105.8	60.7	23.6	22.7	9.2	0.0	0.0	0.0	121.4	01	18	20
96.6	2.0	0.4	9.6	9.2	2.2	96.8	0.9	9.2	8.4	4.2	1.0	1.0	0.0	2.25	01	18	20
107.1	2.5	0.3	39.0	38.2	1.4	97.5	0.7	27.7	26.2	3.9	1.0	1.0	0.0	2.3333	01	18	20
95.7	3.2	0.3	21.2	20.9	0.4	99.6	0.8	21.3	20.6	3.6	1.0	1.0	0.0	2.6667	01	18	20
96.1	2.8	0.3	24.1	23.8	1.0	99.0	0.8	23.8	22.9	3.8	1.0	1.0	0.0	2.6667	01	18	20
96.7	2.2	0.3	74.9	74.0	1.7	98.3	0.8	41.2	36.7	3.9	1.0	1.0	0.0	2.6667	01	18	20
95.7	3.2	0.3	21.2	20.9	1.9	98.1	0.8	1.5	0.7	5.1	1.0	1.0	0.0	2.6667	01	18	20
0.8	99.2	0.3	2.5	2.3	8.1	91.9	67.6	6.2	5.4	7.3	0.0	0.0	0.0	225.3333	01	18	20
108.5	1.5	0.2	36.7	36.4	2.6	93.0	0.8	43.3	42.5	4.1	1.0	1.0	0.0	4.0	01	18	20
98.8	4.3	0.2	38.7	38.2	102.1	1.0	0.6	24.5	22.5	3.3	1.0	1.0	0.0	3.0	01	18	20
100.1	3.0	0.5	59.6	59.2	2.2	92.8	1.1	24.4	21.2	5.2	1.0	1.0	0.0	2.2	01	18	20
2.5	87.5	0.3	11.1	10.8	10.1	79.9	64.2	14.1	13.1	7.6	0.0	0.0	0.0	214.0	01	18	20
2.0	103.1	0.3	37.6	37.2	8.5	96.6	57.9	21.5	20.1	6.5	0.0	0.0	0.0	193.0	01	18	20
102.5	2.6	0.4	33.9	33.7	1.8	103.2	0.8	35.0	34.1	4.4	1.0	1.0	0.0	2.0	01	18	20
3.4	96.6	0.4	35.7	35.4	10.2	89.8	46.5	37.7	36.8	6.8	0.0	0.0	0.0	116.25	01	18	20
1.2	98.8	0.3	29.5	29.1	8.4	91.6	58.7	31.7	30.7	7.2	0.0	0.0	0.0	195.6667	01	18	20
109.6	0.4	0.6	11.3	10.7	4.6	100.4	59.6	10.8	9.8	5.0	1.0	0.0	0.0	99.3333	01	18	21
1.5	103.5	0.3	19.4	18.6	8.4	96.6	60.3	17.6	16.4	6.9	0.0	0.0	0.0	201.0	01	18	21
101.3	3.7	0.3	43.3	43.0	105.0	0.0	0.7	100.4	40.8	3.7	1.0	1.0	0.0	2.3333	01	18	21
0.9	94.1	0.2	45.0	44.5	4.5	90.5	0.8	41.6	40.2	3.6	0.0	1.0	0.0	4.0	01	18	21
2.4	92.6	0.3	25.3	25.0	8.8	86.2	61.7	27.2	26.2	6.4	0.0	0.0	0.0	205.6667	01	18	21
96.0	4.0	0.4	16.5	16.1	0.5	99.5	0.9	21.5	20.7	4.5	1.0	1.0	0.0	2.25	01	18	21
94.5	5.5	0.3	8.3	7.9	98.8	1.2	0.9	6.9	5.9	4.3	1.0	1.0	0.0	3.0	01	18	21
0.4	95.4	0.3	39.2	38.6	5.6	90.2	74.2	22.6	21.2	5.2	0.0	0.0	0.0	247.3333	01	18	21
2.5	97.9	0.4	36.6	36.2	8.9	91.5	47.4	35.4	33.8	6.4	0.0	0.0	0.0	118.5	01	18	21
94.5	0.5	0.6	26.9	26.2	3.0	102.0	0.7	26.5	25.8	3.5	1.0	1.0	0.0	1.1667	01	18	21
3.5	101.5	0.3	15.8	15.4	9.1	95.9	62.0	16.9	16.0	5.6	0.0	0.0	0.0	206.6667	01	18	21
100.8	4.2	0.2	23.0	22.4	104.8	0.2	0.7	19.9	18.6	4.0	1.0	1.0	0.0	3.5	01	18	21
101.6	3.4	0.3	98.1	97.8	0.8	94.2	0.8	96.7	34.7	4.2	1.0	1.0	0.0	2.6667	01	18	21
103.5	1.5	0.4	31.0	30.6	3.0	92.0	0.8	30.6	27.9	4.5	1.0	1.0	0.0	2.0	01	18	21
3.0	92.0	0.4	11.5	11.2	10.1	84.9	58.9	14.6	13.8	7.1	0.0	0.0	0.0	147.25	01	18	21
0.0	96.9	0.3	23.1	22.6	5.1	91.8	76.7	23.1	22.1	5.1	0.0	0.0	0.0	255.6667	01	18	21
0.0	96.9	0.5	126.5	125.4	7.5	89.4	67.9	3.8	3.1	7.5	0.0	0.0	0.0	135.8	01	18	21
1.4	95.5	0.4	79.3	78.7	7.9	89.0	66.9	91.1	32.4	6.5	0.0	0.0	0.0	167.25	01	18	21
1.7	101.4	0.5	18.6	17.6	8.2	94.9	60.3	27.5	25.7	6.5	0.0	0.0	0.0	120.6	01	18	21
98.0	5.1	0.4	22.5	22.0	102.7	0.4	1.0	20.7	19.4	4.7	1.0	1.0	0.0	2.5	01	18	21
97.4	2.6	0.5	45.9	45.3	1.3	98.7	0.8	70.4	39.7	3.9	1.0	1.0	0.0	1.6	01	18	21
99.0	1.0	0.3	24.4	24.1	2.9	97.1	0.8	19.1	18.2	3.9	1.0	1.0	0.0	2.6667	01	18	21
1.5	96.8	0.3	42.3	41.8	8.7	89.6	72.5	33.6	31.7	7.2	0.0	0.0	0.0	241.6667	01	18	21
1.1	94.5	0.5	31.4	31.0	6.8	88.8	53.7	32.3	31.2	5.7	0.0	0.0	0.0	107.4	01	18	21
3.0	92.6	0.4	37.3	36.8	10.0	85.6	53.6	36.5	35.2	7.0	0.0	0.0	0.0	134.0	01	18	21
105.6	3.8	0.4	64.3	63.7	0.4	99.6	0.8	41.8	39.9	4.2	1.0	1.0	0.0	2.0	01	18	21
106.0	3.4	0.4	2.4	2.1	1.1	98.9	0.8	2.8	2.0	4.5	1.0	1.0	0.0	2.0	01	18	21
107.1	2.3	0.3	1.1	0.7	2.1	97.9	0.9	1.0	0.2	4.4	1.0	1.0	1.0	3.0	01	18	21
108.6	0.8	0.3	3.0	2.6	3.3	96.7	0.8	2.9	2.1	4.1	1.0	1.0	0.0	2.6667	01	18	21
108.6	0.8	0.7	5.6	4.9	3.4	96.6	0.7	5.8	5.0	4.2	1.0	1.0	0.0	1.0	01	18	21
0.5	94.5	0.4	22.1	21.7	4.6	90.4	0.8	20.5	19.5	4.1	0.0	1.0	0.0	2.0	01	18	21
2.5	92.5	0.2	2.0	1.6	9.0	86.0	51.6	4.4	3.6	6.5	0.0	0.0	0.0	258.0	01	18	21
3.0	92.0	0.4	61.3	60.8	9.8	85.2	46.5	99.1	49.9	6.8	0.0	0.0	0.0	116.25	01	18	21
89.4	5.6	0.3	3.4	3.1	94.5	0.5	1.0	5.0	2.8	5.1	1.0	1.0	0.0	3.3333	01	18	21
100.3	4.4	0.3	40.4	40.1	104.1	0.6	0.8	16.6	15.9	3.8	1.0	1.0	0.0	2.6667	01	18	21
103.5	1.2	0.2	3.2	2.9	1.9	98.1	0.6	2.5	1.7	3.1	1.0	1.0	0.0	3.0	01	18	21
103.7	1.0	0.3	7.2	7.0	3.0	97.0	0.8	5.9	5.0	4.0	1.0	1.0	0.0	2.6667	01	18	21
103.9	0.8	0.3	46.3	45.6	4.4	95.6	61.8	67.9	30.4	5.2	1.0	0.0	0.0	206.0	01	18	21
2.2	97.8	0.3	3.2	2.9	7.5	92.5	56.3	4.5	3.7	5.3	0.0	0.0	0.0	187.6667	01	18	21
3.4	96.6	0.4	4.6	4.4	10.0	90.0	56.2	8.1	7.5	6.6	0.0	0.0	0.0	140.5	01	18	21
93.7	1.3	0.2	54.0	53.5	2.1	97.9	0.7	26.4	23.1	3.4	1.0	1.0	0.0	3.5	01	18	22
94.2	0.8	0.3	48.7	48.1	2.8	97.2	0.8	26.1	24.6	3.6	1.0	1.0	0.0	2.6667	01	18	22
94.5	0.5	0.4	45.0	44.4	2.9	97.1	0.6	20.5	18.7	3.4	1.0	1.0	0.0	1.5	01	18	22
95.3	4.7	0.3	27.2	26.7	98.7	1.3	0.6	22.0	20.3	3.4	1.0	1.0	0.0	2.0	01	18	22
97.4	2.6	0.7	5.3	5.0	1.2	98.8	0.7	5.0	4.3	3.8	1.0	1.0	0.0	1.0	01	18	22
2.4	97.6	0.3	22.4	22.0	9.7	90.3	51.7	24.9	23.9	7.3	0.0	0.0	0.0	172.3333	01	18	22
2.7	98.0	0.4	20.1	19.8	9.2	91.5	52.5	22.5	21.6	6.5	0.0	0.0	0.0	131.25	01	18	22
100.3	1.7	0.3	46.3	45.9	2.5	88.6	0.8	34.3	32.7	4.2	1.0	1.0	0.0	2.6667	01	18	22
100.7	1.3	0.3	44.3	43.0	2.6	88.5	0.8	26.8	25.2	3.9	1.0	1.0	0.0	2.6667	01	18	22
100.7	1.3	0.3	44.3	43.0	7.0	84.1	69.4	4.4	3.6	8.3	1.0	0.0	0.0	231.3333	01	18	22
2.1	89.0	0.4	3.8	3.5	8.4	82.7	66.7	5.9	5.1	6.3	0.0	0.0	0.0	166.75	01	18	22
3.3	106.2	0.4	79.0	78.7	9.8	99.7	61.5	58.6	56.6	6.5	0.0	0.0	0.0	153.75	01	18	22
107.2	2.3	0.4	3.5	3.1	2.0	103.3	0.8	3.8	3.0	4.3	1.0	1.0	0.0	2.0	01	18	22
100.2	5.1	0.3	31.2	30.4	104.3	1.0	0.8	18.8	17.8	4.1	1.0	1.0	0.0	2.6667	01	18	22
0.3	99.2	0.4	11.6	11.3	6.6	92.9	57.9	13.9	13.0	6.3	0.0	0.0	0.0	144.75	01	18	22
105.3	4.5	0.3	1.9	1.6	109.4	0.4	0.8	1.9	1.1	4.1	1.0	1.0	0.0	2.6667	01	18	22
85.4	4.6	0.4	18.7	18.1	89.4	0.6	0.8	17.8	16.9	4.0	1.0	1.0	0.0	2.0	01	18	23
86.7	3.3	0.5	4.7	3.5	5.1	81.9	54.9	5.9	3.5	8.4	1.0	0.0	0.0	109.8	01	18	23
92.6	1.0	1.0	104.9	104.6	3.2	85.5	0.8	109.6	108.7	4.2	1.0	1.0	0.0	0.8	01	18	23
93.3	0.3	0.3	64.6	64.2	5.5	83.2	59.0	62.6	47.6	5.8	1.0	0.0	0.0	196.6667	01	18	23
90.2	4.3	0.2	14.5	13.8	93.6	0.9	0.7	10.5	9.4	3.4	1.0	1.0	0.0	3.5	01	18	23
0.3	98.7	0.3	30.0	29.7	5.6	93.4	62.6	39.9	26.7	5.3	0.0	0.0	0.0	208.6667	01	18	23
3.1	95.9	0.5	91.2	90.5	11.7	87.3	57.7	96.0	95.2	8.6	0.0	0.0	0.0	115.4	01	18	23
92.2	1.8	0.3	28.4	28.1	2.4	80.3	0.8	54.5	35.9	4.2	1.0	1.0	0.0	2.6667	01	18	23
3.5	89.5	0.3	16.3	16.0	8.8	84.2	50.2	17.0	16.1	5.3	0.0	0.0	0.0	167.3333	01	18	23
2.6	75.4	0.3	79.6	79.2	11.2	66.8	45.1	82.2	43.0	8.6	0.0	0.0	0.0	150.3333	01	18	23
3.5	83.5	0.6	20.3	19.6	10.8	76.2	46.4	22.9	22.0	7.3	0.0	0.0	0.0	77.3333	01	19	00
82.9	4.1	0.4	6.9	6.6	0.3	92.7	0.9	6.8	5.8	4.4	1.0	1.0	0.0	2.25	01	19	00
84.7	5.3	0.3	74.0	73.6	89.0	1.0	0.9	72.1	33.1	4.3	1.0	1.0	0.0	3.0	01	19	00
86.5	3.5	0.4	31.7	31.4	2.5	69.7	1.1	29.0	28.0	6.0	1.0	1.0	0.0	2.75	01	19	00
101.2	4.1	0.2	30.5	30.1	104.6	0.7	0.7	29.3	28.4	3.4	1.0	1.0	0.0	3.5	01	19	00
100.8	4.5	0.7	59.8	59.3	104.7	0.6	0.7	37.9	35.1	3.9	1.0	1.0	0.0	1.0	01	19	00
104.7	0.6	0.3	398.2	397.9	3.4	98.4	0.8	394.3	358.3	4.0	1.0	1.0	0.0	2.6667	01	19	00
2.1	99.7	0.4	6.2	6.0	8.5	93.3	55.3	9.2	8.5	6.4	0.0	0.0	0.0	138.25	01	19	00
1.3	107.5	0.2	43.2	42.6	6.4	102.4	62.4	19.8	18.1	5.1	0.0	0.0	0.0	312.0	01	19	00
3.2	102.1	0.3	202.1	201.7	9.0	96.3	55.5	199.2	154.7	5.8	0.0	0.0	0.0	185.0	01	19	00
100.9	4.4	0.4	33.6	33.3	104.3	1.0	0.6	31.8	30.8	3.4	1.0	1.0	0.0	1.5	01	19	00
2.1	87.9	0.4	250.4	250.1	9.4	80.6	49.7	252.0	234.9	7.3	0.0	0.0	0.0	124.25	01	19	01
84.5	5.5	0.3	45.8	45.5	88.5	1.5	0.7	45.6	44.8	4.0	1.0	1.0	0.0	2.3333	01	19	01
101.1	4.0	0.3	12.7	12.5	104.7	0.4	0.6	13.0	12.3	3.6	1.0	1.0	0.0	2.0	01	19	01
102.8	1.8	0.3	31.1	30.7	2.8	68.0	1.1	32.0	31.3	4.6	1.0	1.0	0.0	3.6667	01	19	01
82.2	4.8	0.4	526.5	526.2	86.8	0.2	0.9	646.1	645.2	4.6	1.0	1.0	0.0	2.25	01	19	03
92.3	0.7	0.7	377.3	377.1	3.9	86.1	1.2	378.5	377.8	4.6	1.0	1.0	0.0	1.7143	01	19	03
2.0	87.9	0.3	36.7	36.3	8.7	81.2	48.9	67.4	42.3	6.7	0.0	0.0	0.0	163.0	01	19	03
2.0	98.0	0.2	137.3	136.8	6.5	93.5	49.1	136.6	135.7	4.5	0.0	0.0	0.0	245.5	01	19	04
94.8	5.2	0.4	92.8	92.6	98.9	1.1	0.8	92.4	43.3	4.1	1.0	1.0	0.0	2.0	01	19	04
2.4	82.6	0.6	7.7	6.9	9.0	76.0	59.0	13.3	12.5	6.6	0.0	0.0	0.0	98.3333	01	19	04
98.5	1.5	0.3	166.8	166.2	2.7	82.3	0.8	145.6	142.9	4.2	1.0	1.0	0.0	2.6667	01	19	04
104.6	3.2	0.6	6.0	5.5	0.8	94.7	0.8	5.9	5.1	4.0	1.0	1.0	0.0	1.3333	01	19	05
0.8	119.2	0.3	41.0	40.7	4.0	116.0	0.6	38.9	37.9	3.2	0.0	1.0	0.0	2.0	01	19	06
33.9	5.6	0.4	71.3	71.0	38.0	1.5	0.8	70.8	69.9	4.1	1.0	1.0	0.0	2.0	01	19	06
136.4	4.0	0.3	17.2	17.0	140.4	0.0	0.7	17.9	17.2	4.0	1.0	1.0	0.0	2.3333	01	19	06
135.6	4.8	0.4	12.8	12.6	0.2	140.2	1.0	20.9	20.2	5.0	1.0	1.0	0.0	2.5	01	19	06
121.8	1.5	0.2	40.6	40.3	2.5	114.2	0.8	40.1	39.2	4.0	1.0	1.0	0.0	4.0	01	19	06
1.4	118.6	0.3	48.4	47.9	7.4	112.6	60.8	48.8	47.7	6.0	0.0	0.0	0.0	202.6667	01	19	07
116.9	3.1	0.5	56.0	54.8	1.5	120.1	1.0	44.9	43.0	4.6	1.0	1.0	0.0	2.0	01	19	07
114.7	5.3	0.3	21.7	21.4	119.4	0.6	0.9	22.4	21.6	4.7	1.0	1.0	0.0	3.0	01	19	07
118.4	1.6	0.5	18.3	18.0	4.6	115.4	76.8	20.4	19.7	6.2	1.0	0.0	0.0	153.6	01	19	07
3.0	117.0	0.4	27.8	27.5	10.4	109.6	66.6	15.8	15.3	7.4	0.0	0.0	0.0	166.5	01	19	07
115.1	4.9	0.2	33.5	32.8	119.0	1.0	0.8	28.5	27.3	3.9	1.0	1.0	0.0	4.0	01	19	07
1.1	126.9	0.4	15.6	15.3	7.0	121.0	75.2	17.8	17.0	5.9	0.0	0.0	0.0	188.0	01	19	07
126.9	1.1	0.3	25.3	25.0	3.3	108.7	0.8	26.5	25.9	4.4	1.0	1.0	0.0	2.6667	01	19	07
127.3	0.7	1.0	15.1	14.6	3.5	108.5	0.8	15.0	14.2	4.2	1.0	1.0	0.0	0.8	01	19	07
127.7	0.3	0.3	17.1	16.8	3.8	108.2	0.6	17.4	16.8	4.1	1.0	1.0	0.0	2.0	01	19	07
0.8	119.2	0.2	15.0	14.7	6.5	113.5	68.1	15.5	14.5	5.7	0.0	0.0	0.0	340.5	01	19	07
0.8	119.2	0.3	32.7	32.0	7.1	112.9	70.5	27.1	26.3	6.3	0.0	0.0	0.0	235.0	01	19	07
1.0	119.0	0.2	44.3	41.1	4.3	115.7	0.6	27.1	25.8	3.3	0.0	1.0	0.0	3.0	01	19	07
117.4	2.6	0.5	19.8	19.5	3.2	116.8	1.0	11.0	9.6	5.8	1.0	1.0	0.0	2.0	01	19	07
116.2	3.8	0.4	32.9	30.8	2.9	117.1	0.9	34.2	33.4	6.7	1.0	1.0	0.0	2.25	01	19	07
115.5	4.5	0.8	13.1	11.4	0.3	119.7	0.9	23.6	22.6	4.8	1.0	1.0	0.0	1.125	01	19	07
118.9	1.1	0.6	3.4	2.6	2.6	117.4	0.7	2.3	1.4	3.7	1.0	1.0	0.0	1.1667	01	19	07
0.7	119.3	0.2	25.1	24.7	3.7	116.3	0.6	23.6	22.7	3.0	0.0	1.0	0.0	3.0	01	19	07
71.4	5.8	0.4	3.3	2.9	76.2	1.0	0.7	3.2	2.4	4.8	1.0	1.0	0.0	1.75	01	19	08
71.2	6.0	0.4	7.2	6.6	76.5	0.7	0.9	6.6	5.7	5.3	1.0	1.0	0.0	2.25	01	19	08
73.3	3.9	0.4	1.9	1.5	1.0	138.5	0.8	2.0	1.3	4.9	1.0	1.0	1.0	2.0	01	19	08
74.5	2.7	0.3	1.2	0.8	2.3	137.2	0.8	1.3	0.5	5.0	1.0	1.0	1.0	2.6667	01	19	08
76.3	0.9	0.3	1.8	1.5	3.7	135.8	1.0	1.4	0.6	4.6	1.0	1.0	1.0	3.3333	01	19	08
134.0	5.5	0.3	8.6	8.3	138.3	1.2	0.8	3.3	2.5	4.3	1.0	1.0	0.0	2.6667	01	19	08
135.3	4.2	0.4	3.1	2.8	139.4	0.1	0.8	3.5	2.8	4.1	1.0	1.0	0.0	2.0	01	19	08
135.9	3.6	0.4	1.9	1.6	0.7	139.7	0.8	1.9	1.1	4.3	1.0	1.0	0.0	2.0	01	19	08
137.4	2.1	0.3	3.5	3.1	1.5	138.9	0.7	3.4	2.7	3.6	1.0	1.0	0.0	2.3333	01	19	08
137.3	2.2	0.3	2.0	1.6	1.8	138.6	0.7	1.9	1.1	4.0	1.0	1.0	0.0	2.3333	01	19	08
137.4	2.1	0.4	1.5	1.1	2.3	138.1	0.8	1.6	0.8	4.4	1.0	1.0	1.0	2.0	01	19	08
137.3	2.2	0.3	2.0	1.6	3.0	137.4	0.8	1.2	0.5	5.2	1.0	1.0	0.0	2.6667	01	19	08
0.2	140.2	0.4	2.3	1.9	5.9	134.5	71.7	3.6	2.8	5.7	0.0	0.0	0.0	179.25	01	19	08
136.8	3.6	0.5	22.3	21.8	0.1	122.8	0.7	47.7	44.9	3.7	1.0	1.0	0.0	1.4	01	19	08
138.3	2.1	0.4	10.9	10.6	1.5	121.4	0.7	10.4	9.7	3.6	1.0	1.0	0.0	1.75	01	19	08
140.4	0.0	0.3	2.1	1.7	3.2	119.7	0.6	1.7	1.0	3.2	1.0	1.0	0.0	2.0	01	19	08
0.8	122.1	0.4	61.2	58.1	7.4	115.5	81.2	4.2	3.7	6.6	0.0	0.0	0.0	203.0	01	19	08
3.2	119.7	0.2	3.2	2.9	9.2	113.7	76.7	6.0	5.4	6.0	0.0	0.0	0.0	383.5	01	19	08
36.5	4.5	0.3	4.0	3.7	40.1	0.9	0.7	4.3	3.7	3.6	1.0	1.0	0.0	2.3333	01	19	08
37.7	3.3	0.3	87.3	84.8	0.2	139.3	0.7	65.1	62.5	3.5	1.0	1.0	0.0	2.3333	01	19	08
39.1	1.9	0.3	1.4	1.1	1.8	137.7	0.7	1.6	0.9	3.7	1.0	1.0	1.0	2.3333	01	19	08
40.0	1.0	0.3	3.5	3.2	2.5	137.0	0.7	3.4	2.7	3.5	1.0	1.0	0.0	2.3333	01	19	08
3.4	136.1	0.9	4.4	4.1	11.3	128.2	74.2	8.8	8.1	7.9	0.0	0.0	0.0	82.4444	01	19	08
137.7	1.8	0.2	32.0	31.7	2.0	138.4	0.8	31.4	30.7	3.8	1.0	1.0	0.0	4.0	01	19	08
134.9	5.5	0.3	1.2	0.8	139.2	1.2	0.8	1.4	0.7	4.3	1.0	1.0	1.0	2.6667	01	19	08
135.5	4.9	0.3	1.5	1.1	140.1	0.3	0.8	1.5	0.6	4.6	1.0	1.0	1.0	2.6667	01	19	08
136.1	4.3	0.7	1.8	1.0	140.4	0.0	0.8	1.7	0.9	4.3	1.0	1.0	1.0	1.1429	01	19	08
136.6	3.8	0.4	1.1	0.8	1.2	139.2	1.0	1.5	0.7	5.0	1.0	1.0	1.0	2.5	01	19	08
138.4	2.0	0.4	1.8	1.4	2.9	137.5	0.9	1.7	0.7	4.9	1.0	1.0	1.0	2.25	01	19	08
140.1	0.3	0.4	5.2	4.9	4.5	135.9	0.9	5.7	4.9	4.8	1.0	1.0	0.0	2.25	01	19	08
140.0	0.4	0.3	1.6	1.2	5.5	134.9	68.3	2.6	1.7	5.9	1.0	0.0	1.0	227.6667	01	19	08
0.8	139.6	0.3	1.1	0.7	7.4	133.0	69.0	2.9	2.0	6.6	0.0	0.0	1.0	230.0	01	19	08
134.7	5.7	0.3	17.5	17.2	139.4	1.0	1.0	17.0	16.0	4.7	1.0	1.0	0.0	3.3333	01	19	08
2.7	117.3	0.4	18.2	17.9	11.8	108.2	68.8	22.3	21.2	9.1	0.0	0.0	0.0	172.0	01	19	08
118.6	1.4	0.3	23.2	22.6	2.2	117.8	0.7	19.3	18.1	3.6	1.0	1.0	0.0	2.3333	01	19	08
118.1	1.9	0.3	20.3	19.8	2.1	117.9	0.8	17.5	16.3	4.0	1.0	1.0	0.0	2.6667	01	19	08
0.8	119.2	0.3	12.6	12.3	6.4	113.6	71.4	13.4	12.5	5.6	0.0	0.0	0.0	238.0	01	19	08
0.4	119.6	0.3	12.4	12.1	6.5	113.5	71.1	14.1	13.2	6.1	0.0	0.0	0.0	237.0	01	19	08
3.0	117.0	0.3	36.6	36.3	9.4	110.6	78.2	38.3	37.4	6.4	0.0	0.0	0.0	260.6667	01	19	08
0.2	119.8	0.3	30.3	29.9	6.9	113.1	69.1	31.7	30.7	6.7	0.0	0.0	0.0	230.3333	01	19	08
99.0	1.0	0.4	13.6	13.2	4.1	95.9	73.4	13.8	13.0	5.1	1.0	0.0	0.0	183.5	01	19	09
95.3	4.7	0.9	64.0	62.9	99.2	0.8	0.8	22.4	20.2	3.9	1.0	1.0	0.0	0.8889	01	19	09
98.4	1.6	0.3	5.9	5.6	2.7	97.3	0.8	6.6	5.8	4.3	1.0	1.0	0.0	2.6667	01	19	09
0.2	99.8	0.4	0.7	0.2	3.5	96.5	0.8	4.3	3.5	3.3	0.0	1.0	1.0	2.0	01	19	09
0.7	99.3	0.3	8.3	8.0	5.8	94.2	71.2	10.4	9.8	5.1	0.0	0.0	0.0	237.3333	01	19	09
1.0	99.0	0.4	2.6	2.3	6.6	93.4	70.5	3.9	3.1	5.6	0.0	0.0	0.0	176.25	01	19	09
2.4	97.6	0.7	2.2	1.8	8.4	91.6	69.9	4.9	4.1	6.0	0.0	0.0	0.0	99.8571	01	19	09
95.1	4.9	1.2	61.2	59.8	98.8	1.2	0.6	16.1	14.4	3.7	1.0	1.0	0.0	0.5	01	19	09
94.0	6.0	0.9	2.9	1.7	98.6	1.4	0.9	6.1	4.8	4.6	1.0	1.0	0.0	1.0	01	19	09
98.9	1.1	0.3	6.0	5.6	2.8	97.2	0.6	5.0	4.2	3.9	1.0	1.0	0.0	2.0	01	19	09
94.6	5.4	0.5	14.5	13.8	1.1	98.9	1.3	11.4	10.2	6.5	1.0	1.0	0.0	2.6	01	19	09
114.6	2.4	0.4	44.3	43.6	2.1	114.9	0.9	23.0	21.1	4.5	1.0	1.0	0.0	2.25	01	19	09
116.4	0.6	0.6	1.8	1.4	5.4	111.6	77.7	3.3	2.4	6.0	1.0	0.0	1.0	129.5	01	19	09
3.1	113.9	0.5	45.8	44.4	6.6	110.4	77.0	20.1	18.8	3.5	0.0	0.0	0.0	154.0	01	19	09
111.6	5.4	0.3	5.9	5.6	116.0	1.0	0.8	5.9	5.0	4.4	1.0	1.0	0.0	2.6667	01	19	09
113.6	3.4	0.4	2.0	1.7	0.9	116.1	0.9	1.9	1.1	4.3	1.0	1.0	0.0	2.25	01	19	09
115.8	1.2	0.3	5.9	5.6	3.3	113.7	0.8	6.7	6.0	4.5	1.0	1.0	0.0	2.6667	01	19	09
115.1	1.9	0.5	7.0	6.6	3.6	113.4	67.0	8.3	7.4	5.5	1.0	0.0	0.0	134.0	01	19	09
1.7	115.3	0.3	2.9	2.6	7.3	109.7	66.4	4.0	3.2	5.6	0.0	0.0	0.0	221.3333	01	19	09
111.2	5.8	0.6	3.3	2.7	116.2	0.8	0.9	2.7	1.7	5.0	1.0	1.0	0.0	1.5	01	19	09
115.8	1.2	0.4	14.5	14.2	2.9	112.0	0.8	11.6	10.9	4.1	1.0	1.0	0.0	2.0	01	19	09
95.1	4.9	1.2	32.6	32.2	2.1	100.3	2.3	35.0	34.0	7.0	1.0	1.0	0.0	1.9167	01	19	09
