AIY_adv	TUY_adv	OccTime_adv	HeadwayFoll_adv	GapFoll_adv	AIY_stop	TUY_stop	OccTime_stop	HeadwayFoll_stop	GapFoll_stop	travel_time	adv_indication	decision	car_follow	occ_ratio	month	day	hour
0.6	149.4	0.4	2.1	1.5	7.5	142.5	74.9	4.4	3.3	6.9	0.0	0.0	1.0	187.25	01	27	16
0.4	149.6	0.3	24.7	23.9	6.5	143.5	85.1	24.3	23.1	6.1	0.0	0.0	0.0	283.6667	01	27	16
2.2	147.8	0.3	37.9	37.2	8.6	141.4	81.7	37.3	36.1	6.4	0.0	0.0	0.0	272.3333	01	27	16
2.6	147.4	0.3	36.8	36.3	8.3	141.7	77.7	37.1	34.4	5.7	0.0	0.0	0.0	259.0	01	27	16
144.0	6.0	0.4	1.6	1.2	148.8	1.2	1.0	3.6	0.8	4.8	1.0	1.0	1.0	2.5	01	27	16
145.3	4.7	0.3	6.3	6.0	0.1	149.9	0.9	7.9	7.0	4.8	1.0	1.0	0.0	3.0	01	27	16
146.3	3.7	0.4	3.2	2.8	0.9	149.1	0.9	3.2	2.3	4.6	1.0	1.0	0.0	2.25	01	27	16
147.6	2.4	0.4	3.6	3.2	1.9	148.1	0.9	3.1	2.1	4.3	1.0	1.0	0.0	2.25	01	27	16
147.3	2.7	0.3	2.0	1.7	2.1	147.9	1.0	2.0	1.1	4.8	1.0	1.0	0.0	3.3333	01	27	16
149.0	1.0	0.3	1.4	1.0	3.5	146.5	0.8	1.6	0.7	4.5	1.0	1.0	1.0	2.6667	01	27	16
0.3	149.7	0.3	4.0	3.6	4.5	145.5	0.7	2.5	1.5	4.2	0.0	1.0	0.0	2.3333	01	27	16
1.1	148.9	0.3	2.1	1.8	7.4	142.6	87.8	3.9	3.1	6.3	0.0	0.0	0.0	292.6667	01	27	16
1.8	148.2	0.3	4.5	4.2	9.7	140.3	82.7	7.6	6.6	7.9	0.0	0.0	0.0	275.6667	01	27	16
145.2	4.8	0.4	2.6	2.2	149.7	0.3	72.9	5.4	4.4	4.5	1.0	1.0	0.0	182.25	01	27	16
146.3	3.7	0.2	11.9	11.6	0.3	149.7	0.8	16.8	15.7	4.0	1.0	1.0	0.0	4.0	01	27	16
146.7	3.3	0.4	17.3	16.5	1.6	148.4	1.0	13.7	12.3	4.9	1.0	1.0	0.0	2.5	01	27	16
147.9	2.1	0.3	1.6	1.4	2.2	147.8	0.8	1.9	1.1	4.3	1.0	1.0	1.0	2.6667	01	27	16
148.7	1.3	0.3	2.0	1.6	3.5	146.5	0.9	1.9	0.9	4.8	1.0	1.0	0.0	3.0	01	27	16
149.6	0.4	0.3	1.7	1.4	3.6	146.4	0.8	1.4	0.6	4.0	1.0	1.0	1.0	2.6667	01	27	16
0.2	149.8	0.5	23.7	23.0	6.0	144.0	80.9	16.3	15.3	5.8	0.0	0.0	0.0	161.8	01	27	16
1.3	148.7	0.3	2.6	2.3	8.0	142.0	81.9	4.5	3.6	6.7	0.0	0.0	0.0	273.0	01	27	16
2.3	147.7	0.3	2.7	2.4	9.0	141.0	77.0	5.4	4.6	6.7	0.0	0.0	0.0	256.6667	01	27	16
144.7	5.3	0.5	1.8	1.4	148.8	1.2	1.1	2.7	1.6	4.1	1.0	1.0	1.0	2.2	01	27	16
147.3	2.7	0.3	2.6	2.1	0.3	149.7	1.1	1.5	0.4	3.0	1.0	1.0	0.0	3.6667	01	27	16
145.7	4.3	0.4	4.0	3.5	0.6	149.4	0.9	3.9	3.0	4.9	1.0	1.0	0.0	2.25	01	27	16
147.3	2.7	0.3	2.6	2.1	2.3	147.7	0.9	2.0	0.9	5.0	1.0	1.0	0.0	3.0	01	27	16
149.0	1.0	0.4	3.3	2.9	4.6	145.4	90.0	4.0	3.1	5.6	1.0	0.0	0.0	225.0	01	27	16
148.2	1.8	0.8	4.4	3.8	5.3	144.7	86.2	6.1	5.2	7.1	1.0	0.0	0.0	107.75	01	27	16
146.2	3.8	0.3	12.7	12.3	1.0	149.0	1.0	13.5	12.8	4.8	1.0	1.0	0.0	3.3333	01	27	16
145.9	4.1	0.4	14.7	14.4	0.3	149.7	0.8	15.1	14.3	4.4	1.0	1.0	0.0	2.0	01	27	16
145.4	4.6	0.4	3.3	2.9	149.1	0.9	0.8	2.7	1.9	3.7	1.0	1.0	0.0	2.0	01	27	16
78.7	3.0	2.4	9.1	7.5	1.7	172.9	1.5	3.8	2.2	4.7	1.0	1.0	0.0	0.625	01	27	17
169.2	5.4	1.1	2.0	0.8	0.7	174.8	2.0	18.9	0.6	6.1	1.0	1.0	1.0	1.8182	01	27	17
172.4	2.2	1.1	3.2	2.1	5.9	169.6	105.7	5.2	3.2	8.1	1.0	0.0	0.0	96.0909	01	27	17
170.0	5.5	1.1	2.4	1.5	0.2	168.0	1.4	1.9	0.5	5.7	1.0	1.0	1.0	1.2727	01	27	17
170.1	5.4	0.4	3.5	3.1	0.4	167.8	1.3	3.4	2.1	5.8	1.0	1.0	0.0	3.25	01	27	17
172.9	2.6	0.6	3.0	2.3	1.7	166.5	1.3	3.3	2.0	4.3	1.0	1.0	0.0	2.1667	01	27	17
174.3	1.2	1.0	2.1	1.1	2.4	165.8	1.3	2.2	0.8	3.6	1.0	1.0	1.0	1.3	01	27	17
172.9	2.6	0.6	3.0	2.3	5.3	162.9	100.0	3.6	2.3	7.9	1.0	0.0	0.0	166.6667	01	27	17
174.3	1.2	1.0	2.1	1.1	6.5	161.7	98.5	4.1	2.8	7.7	1.0	0.0	1.0	98.5	01	27	17
1.7	166.5	0.5	2.8	2.4	7.5	160.7	94.6	7.1	5.8	5.8	0.0	0.0	0.0	189.2	01	27	17
146.1	3.9	0.3	7.6	7.2	0.0	150.0	0.8	6.4	5.4	3.9	1.0	1.0	0.0	2.6667	01	27	17
0.8	149.2	0.5	25.7	25.0	7.5	142.5	82.9	24.7	23.4	6.7	0.0	0.0	0.0	165.8	01	27	17
145.8	4.2	0.5	4.9	4.0	0.6	149.4	0.9	4.8	3.7	4.8	1.0	1.0	0.0	1.8	01	27	17
146.3	3.7	0.4	17.6	17.3	1.8	148.2	1.0	18.7	17.9	5.5	1.0	1.0	0.0	2.5	01	27	17
147.1	2.9	0.4	1.3	0.8	2.0	148.0	1.0	1.4	0.5	4.9	1.0	1.0	1.0	2.5	01	27	17
1.0	149.0	0.3	4.7	4.3	9.4	140.6	88.5	7.6	6.6	8.4	0.0	0.0	0.0	295.0	01	27	17
1.1	148.9	0.4	11.3	10.9	6.8	143.2	84.2	11.7	10.7	5.7	0.0	0.0	0.0	210.5	01	27	17
2.3	147.7	0.4	13.7	13.4	9.8	140.2	86.9	17.1	16.3	7.5	0.0	0.0	0.0	217.25	01	27	17
144.4	5.6	0.4	1.4	0.8	149.4	0.6	1.2	2.5	1.3	5.0	1.0	1.0	1.0	3.0	01	27	17
145.5	4.5	0.3	4.0	3.7	149.6	0.4	0.8	3.9	3.0	4.1	1.0	1.0	0.0	2.6667	01	27	17
146.0	4.0	0.4	1.6	1.2	0.7	149.3	1.2	1.3	0.1	4.7	1.0	1.0	1.0	3.0	01	27	17
146.4	3.6	0.4	3.2	2.9	1.7	148.3	1.0	4.1	3.4	5.3	1.0	1.0	0.0	2.5	01	27	17
148.0	2.0	0.5	2.0	1.6	2.2	147.8	1.1	1.5	0.3	4.2	1.0	1.0	0.0	2.2	01	27	17
148.0	2.0	0.5	2.0	1.6	4.7	145.3	91.1	2.5	1.4	6.7	1.0	0.0	0.0	182.2	01	27	17
1.7	148.3	0.3	51.6	50.9	7.1	142.9	92.4	45.4	43.8	5.4	0.0	0.0	0.0	308.0	01	27	17
144.6	5.4	0.5	2.1	1.0	149.8	0.2	0.9	4.1	3.1	5.2	1.0	1.0	1.0	1.8	01	27	17
145.3	4.7	0.4	3.3	3.0	0.2	149.8	1.0	4.0	2.6	4.9	1.0	1.0	0.0	2.5	01	27	17
147.5	2.5	0.4	5.6	5.2	1.9	148.1	0.8	6.0	5.1	4.4	1.0	1.0	0.0	2.0	01	27	17
147.2	2.8	0.9	2.6	2.1	2.3	147.7	0.8	2.5	1.6	5.1	1.0	1.0	0.0	0.8889	01	27	17
148.6	1.4	0.3	3.3	2.9	2.6	147.4	0.9	2.4	1.4	4.0	1.0	1.0	0.0	3.0	01	27	17
0.1	149.9	0.4	1.5	1.2	7.8	142.2	68.0	5.2	4.3	7.7	0.0	0.0	1.0	170.0	01	27	17
1.5	148.5	0.6	4.3	3.4	8.4	141.6	65.5	6.1	5.3	6.9	0.0	0.0	0.0	109.1667	01	27	17
0.4	149.6	0.3	19.3	18.9	6.3	143.7	94.7	20.1	19.1	5.9	0.0	0.0	0.0	315.6667	01	27	17
148.7	1.3	0.3	78.6	78.0	2.8	147.2	0.8	73.6	72.3	4.1	1.0	1.0	0.0	2.6667	01	27	17
148.8	1.2	0.4	40.1	39.6	2.9	147.1	0.8	60.9	60.0	4.1	1.0	1.0	0.0	2.0	01	27	17
1.2	148.8	0.3	2.5	2.2	6.9	143.1	89.2	4.1	3.3	5.7	0.0	0.0	0.0	297.3333	01	27	17
1.0	149.0	0.4	2.2	1.8	7.0	143.0	89.6	4.1	3.3	6.0	0.0	0.0	0.0	224.0	01	27	17
144.9	5.1	0.4	2.4	1.7	150.0	0.0	1.0	2.5	1.3	5.1	1.0	1.0	0.0	2.5	01	27	17
149.2	0.8	0.3	1.5	1.1	3.1	146.9	0.8	3.7	2.7	3.9	1.0	1.0	1.0	2.6667	01	27	17
148.5	1.5	0.4	3.6	3.2	3.3	146.7	0.8	3.3	2.3	4.8	1.0	1.0	0.0	2.0	01	27	17
0.5	149.5	0.4	1.4	0.9	4.7	145.3	0.8	7.2	6.3	4.2	0.0	1.0	1.0	2.0	01	27	17
1.3	148.7	0.4	2.8	2.4	9.0	141.0	72.2	5.7	4.9	7.7	0.0	0.0	0.0	180.5	01	27	17
145.9	4.1	0.3	7.2	6.9	149.3	0.7	0.7	6.7	6.0	3.4	1.0	1.0	0.0	2.3333	01	27	17
145.9	4.1	0.4	7.0	6.7	1.1	148.9	1.0	41.3	39.9	5.2	1.0	1.0	0.0	2.5	01	27	17
147.0	3.0	0.3	4.2	4.0	1.4	148.6	0.8	4.3	3.4	4.4	1.0	1.0	0.0	2.6667	01	27	17
148.1	1.9	0.3	2.2	1.9	1.8	148.2	0.7	2.5	1.8	3.7	1.0	1.0	0.0	2.3333	01	27	17
147.5	2.5	0.4	1.6	1.2	2.7	147.3	0.9	1.6	0.6	5.2	1.0	1.0	1.0	2.25	01	27	17
0.1	149.9	0.3	2.0	1.7	3.8	146.2	0.7	2.0	1.3	3.7	0.0	1.0	0.0	2.3333	01	27	17
1.2	148.8	0.3	1.1	0.8	4.9	145.1	0.7	1.1	0.4	3.7	0.0	1.0	1.0	2.3333	01	27	17
149.7	0.3	0.3	2.7	2.4	6.9	143.1	85.3	5.5	4.7	7.2	1.0	0.0	0.0	284.3333	01	27	17
3.5	146.5	0.3	3.6	3.2	8.6	141.4	81.7	5.9	5.0	5.1	0.0	0.0	0.0	272.3333	01	27	17
149.1	0.9	0.2	34.0	33.7	2.5	147.5	0.6	54.2	52.9	3.4	1.0	1.0	0.0	3.0	01	27	18
1.9	148.1	0.4	2.8	2.6	7.3	142.7	69.4	4.8	4.2	5.4	0.0	0.0	0.0	173.5	01	27	18
2.0	148.0	0.3	14.2	13.0	7.9	142.1	66.0	13.4	11.1	5.9	0.0	0.0	0.0	220.0	01	27	18
144.3	5.7	0.3	9.3	8.9	148.7	1.3	0.8	8.7	7.7	4.4	1.0	1.0	0.0	2.6667	01	27	18
146.2	3.8	0.4	9.9	9.6	0.5	149.5	0.8	10.3	9.6	4.3	1.0	1.0	0.0	2.0	01	27	18
145.8	4.2	0.4	1.5	1.2	0.8	149.2	0.9	2.1	1.3	5.0	1.0	1.0	1.0	2.25	01	27	18
148.2	1.8	0.5	7.2	6.7	2.0	148.0	0.6	7.3	6.1	3.8	1.0	1.0	0.0	1.2	01	27	18
145.3	4.7	0.4	6.4	6.1	149.7	0.3	0.8	6.6	5.8	4.4	1.0	1.0	0.0	2.0	01	27	18
145.4	4.6	0.4	2.8	2.6	0.5	149.5	0.9	2.7	1.7	5.1	1.0	1.0	0.0	2.25	01	27	18
146.5	3.5	0.3	8.8	8.5	1.1	148.9	0.8	9.7	9.0	4.6	1.0	1.0	0.0	2.6667	01	27	18
147.1	2.9	0.3	1.7	1.3	1.9	148.1	1.0	1.4	0.5	4.8	1.0	1.0	1.0	3.3333	01	27	18
147.8	2.2	0.3	1.3	1.0	2.3	147.7	0.9	1.2	0.4	4.5	1.0	1.0	1.0	3.0	01	27	18
148.2	1.8	0.3	2.9	2.5	2.6	147.4	1.7	2.9	2.1	4.4	1.0	1.0	0.0	5.6667	01	27	18
149.2	0.8	0.3	1.4	1.1	3.7	146.3	0.8	1.4	0.5	4.5	1.0	1.0	1.0	2.6667	01	27	18
0.5	149.5	0.4	2.3	2.0	4.7	145.3	0.7	2.1	0.4	4.2	0.0	1.0	0.0	1.75	01	27	18
149.0	1.0	0.3	1.9	1.6	7.1	142.9	84.0	5.2	4.2	8.1	1.0	0.0	0.0	280.0	01	27	18
1.8	148.2	0.4	1.3	0.9	8.5	141.5	82.7	3.8	3.1	6.7	0.0	0.0	1.0	206.75	01	27	18
0.9	130.8	0.4	2.6	2.2	8.9	122.8	90.9	11.3	10.2	8.0	0.0	0.0	0.0	227.25	01	27	18
2.3	129.4	0.5	18.8	18.4	11.2	120.5	88.7	23.1	22.2	8.9	0.0	0.0	0.0	177.4	01	27	18
127.2	4.5	0.3	12.8	11.7	0.5	84.2	0.9	9.6	6.0	5.0	1.0	1.0	0.0	3.0	01	27	18
2.0	82.7	0.3	6.5	6.2	8.4	76.3	48.6	7.9	7.0	6.4	0.0	0.0	0.0	162.0	01	27	18
83.8	0.9	1.0	5.9	4.6	6.4	168.2	101.5	16.1	2.7	7.3	1.0	0.0	0.0	101.5	01	27	18
3.6	171.0	0.7	12.9	12.3	7.0	167.6	103.6	23.7	22.6	3.4	0.0	0.0	0.0	148.0	01	27	18
169.8	4.8	0.3	1.3	0.9	173.6	1.0	1.1	2.3	1.2	3.8	1.0	1.0	1.0	3.6667	01	27	18
169.8	4.8	0.3	1.3	0.9	0.4	175.1	1.1	1.4	0.3	5.2	1.0	1.0	1.0	3.6667	01	27	18
173.0	1.6	0.4	4.8	4.4	3.1	172.4	0.9	3.8	2.6	4.7	1.0	1.0	0.0	2.25	01	27	18
173.3	1.3	0.3	3.3	2.9	4.8	170.7	91.2	6.9	6.0	6.1	1.0	0.0	0.0	304.0	01	27	18
174.1	0.5	0.4	4.3	4.0	6.1	169.4	90.8	5.7	4.6	6.6	1.0	0.0	0.0	227.0	01	27	18
169.9	5.6	0.6	3.6	3.3	175.5	0.0	1.3	4.4	3.4	5.6	1.0	1.0	0.0	2.1667	01	27	18
171.0	4.5	0.3	6.6	6.2	0.4	129.1	0.9	7.1	6.2	4.9	1.0	1.0	0.0	3.0	01	27	18
124.5	5.0	0.6	2.5	1.8	129.1	0.4	1.5	2.9	1.3	4.6	1.0	1.0	0.0	2.5	01	27	18
127.3	2.2	0.6	2.8	2.2	2.3	114.6	1.2	2.7	1.2	4.5	1.0	1.0	0.0	2.0	01	27	18
127.0	2.5	0.5	7.9	7.4	2.5	114.4	1.0	3.7	2.6	5.0	1.0	1.0	0.0	2.0	01	27	18
129.1	0.4	0.6	1.8	1.2	6.9	110.0	81.0	4.6	3.4	7.3	1.0	0.0	1.0	135.0	01	27	18
1.2	98.8	0.3	32.6	31.0	7.2	92.8	67.1	9.0	8.2	6.0	0.0	0.0	0.0	223.6667	01	27	18
97.4	2.6	0.4	18.3	17.8	1.5	98.5	0.9	17.2	15.6	4.1	1.0	1.0	0.0	2.25	01	27	18
3.2	96.8	0.3	14.5	13.5	11.2	88.8	66.6	12.1	10.5	8.0	0.0	0.0	0.0	222.0	01	27	18
100.6	4.4	0.3	14.8	14.5	0.3	118.9	0.9	13.6	12.3	4.7	1.0	1.0	0.0	3.0	01	27	18
0.6	115.5	0.3	20.0	19.7	4.2	111.9	0.7	19.0	18.1	3.6	0.0	1.0	0.0	2.3333	01	27	18
2.5	113.6	0.3	54.9	54.4	8.6	107.5	82.2	53.8	52.4	6.1	0.0	0.0	0.0	274.0	01	27	18
3.0	113.1	0.4	35.7	35.4	10.2	105.9	79.6	37.7	36.6	7.2	0.0	0.0	0.0	199.0	01	27	18
110.7	5.4	0.5	4.2	3.7	0.7	116.3	1.1	3.5	2.3	6.1	1.0	1.0	0.0	2.2	01	27	18
1.6	121.2	0.6	22.4	22.0	5.8	117.0	1.0	21.3	20.4	4.2	0.0	1.0	0.0	1.6667	01	27	18
0.8	122.0	0.3	24.8	24.5	6.4	116.4	79.7	25.8	24.9	5.6	0.0	0.0	0.0	265.6667	01	27	18
1.3	121.5	0.2	56.9	56.1	7.3	115.5	77.4	33.9	32.5	6.0	0.0	0.0	0.0	387.0	01	27	18
2.7	120.1	0.1	1.1	0.5	9.8	113.0	79.7	4.0	3.0	7.1	0.0	0.0	1.0	797.0	01	27	18
3.5	113.5	0.3	40.3	39.4	9.9	107.1	70.1	29.4	27.4	6.4	0.0	0.0	0.0	233.6667	01	27	19
2.5	114.5	0.3	54.0	52.8	10.0	107.0	72.7	31.1	29.7	7.5	0.0	0.0	0.0	242.3333	01	27	19
113.2	3.8	0.4	1.0	0.6	1.2	115.8	2.2	9.7	8.1	5.0	1.0	1.0	1.0	5.5	01	27	19
113.9	3.1	0.5	3.8	2.5	3.0	114.0	1.3	4.1	1.9	6.1	1.0	1.0	0.0	2.6	01	27	19
0.7	116.3	0.3	4.5	4.1	7.8	109.2	83.5	6.6	4.4	7.1	0.0	0.0	0.0	278.3333	01	27	19
0.4	116.6	0.4	6.7	6.3	7.9	109.1	78.8	9.6	8.8	7.5	0.0	0.0	0.0	197.0	01	27	19
2.2	114.8	0.5	5.3	4.8	8.0	109.0	84.1	5.0	3.7	5.8	0.0	0.0	0.0	168.2	01	27	19
112.0	5.0	0.4	6.1	5.7	0.8	111.6	0.7	6.6	5.5	5.8	1.0	1.0	0.0	1.75	01	27	19
114.4	2.6	0.3	2.4	2.0	2.7	109.7	1.2	1.9	1.2	5.3	1.0	1.0	0.0	4.0	01	27	19
1.0	111.4	0.3	3.6	3.3	7.1	105.3	81.3	4.4	3.2	6.1	0.0	0.0	0.0	271.0	01	27	19
2.6	109.8	0.3	10.3	9.9	9.7	102.7	79.7	12.0	10.9	7.1	0.0	0.0	0.0	265.6667	01	27	19
111.6	3.3	0.2	3.1	2.8	0.2	99.8	0.6	3.0	2.2	3.5	1.0	1.0	0.0	3.0	01	27	19
111.3	3.6	0.3	1.8	1.5	0.5	99.5	0.8	2.3	1.6	4.1	1.0	1.0	1.0	2.6667	01	27	19
109.0	5.9	0.3	2.1	1.8	1.1	98.9	0.8	2.7	1.8	7.0	1.0	1.0	0.0	2.6667	01	27	19
0.7	99.3	0.7	4.0	3.8	6.6	93.4	56.7	6.4	5.8	5.9	0.0	0.0	0.0	81.0	01	27	19
3.6	96.4	0.3	7.2	6.9	11.6	88.4	52.6	11.1	10.3	8.0	0.0	0.0	0.0	175.3333	01	27	19
94.6	5.4	0.4	64.3	63.9	100.0	0.0	1.0	62.1	26.0	5.4	1.0	1.0	0.0	2.5	01	27	19
97.5	2.5	0.3	2.9	2.5	2.2	97.8	0.9	2.2	1.2	4.7	1.0	1.0	0.0	3.0	01	27	19
99.9	0.1	0.2	2.4	2.1	6.1	93.9	57.0	3.9	3.0	6.2	1.0	0.0	0.0	285.0	01	27	19
0.2	99.8	0.3	6.8	6.3	6.5	93.5	60.6	7.6	6.5	6.3	0.0	0.0	0.0	202.0	01	27	19
95.8	4.2	0.8	3.5	2.6	0.6	99.4	1.1	2.9	1.7	4.8	1.0	1.0	0.0	1.375	01	27	19
1.1	98.9	0.3	26.0	25.1	7.5	92.5	70.7	15.1	13.3	6.4	0.0	0.0	0.0	235.6667	01	27	19
1.2	98.8	0.3	12.0	11.7	6.6	93.4	69.5	11.9	10.9	5.4	0.0	0.0	0.0	231.6667	01	27	19
2.1	97.9	0.3	33.1	32.6	8.9	91.1	66.1	26.4	25.1	6.8	0.0	0.0	0.0	220.3333	01	27	19
95.1	4.9	0.5	40.3	39.8	99.2	0.8	0.8	81.2	19.9	4.1	1.0	1.0	0.0	1.6	01	27	19
95.8	4.2	0.3	16.9	16.5	99.5	0.5	0.7	15.3	14.3	3.7	1.0	1.0	0.0	2.3333	01	27	19
97.7	2.3	0.3	1.9	1.6	1.3	98.7	0.7	1.8	1.1	3.6	1.0	1.0	0.0	2.3333	01	27	19
98.2	1.8	0.4	52.5	51.8	2.3	97.7	0.8	19.1	17.3	4.1	1.0	1.0	0.0	2.0	01	27	19
0.6	99.4	0.3	2.9	2.6	6.8	93.2	66.6	5.5	4.8	6.2	0.0	0.0	0.0	222.0	01	27	19
1.2	98.8	0.4	3.0	2.6	6.9	93.1	69.5	4.6	3.8	5.7	0.0	0.0	0.0	173.75	01	27	19
2.2	97.8	0.3	2.8	2.4	8.8	91.2	65.8	9.6	8.8	6.6	0.0	0.0	0.0	219.3333	01	27	19
103.3	1.7	0.4	42.9	42.2	3.2	91.8	0.9	38.0	34.6	4.9	1.0	1.0	0.0	2.25	01	27	19
0.0	95.0	0.8	34.4	33.8	4.4	90.6	0.8	32.1	30.8	4.4	0.0	1.0	0.0	1.0	01	27	19
3.5	91.5	0.4	21.4	21.0	10.2	84.8	30.7	22.0	20.6	6.7	0.0	0.0	0.0	76.75	01	27	19
89.9	5.1	0.3	28.8	28.5	94.1	0.9	0.8	29.1	28.3	4.2	1.0	1.0	0.0	2.6667	01	27	19
1.1	103.9	0.5	29.3	27.4	7.6	97.4	66.6	31.0	30.1	6.5	0.0	0.0	0.0	133.2	01	27	19
2.5	102.5	0.2	38.7	38.1	8.5	96.5	69.6	36.8	35.7	6.0	0.0	0.0	0.0	348.0	01	27	19
2.6	102.4	0.3	10.6	10.3	9.6	95.4	69.6	13.1	12.2	7.0	0.0	0.0	0.0	232.0	01	27	19
3.5	96.5	0.3	38.6	38.1	9.6	90.4	67.6	28.9	27.1	6.1	0.0	0.0	0.0	225.3333	01	27	19
3.5	96.5	0.4	33.3	32.4	10.4	89.6	66.1	24.4	21.2	6.9	0.0	0.0	0.0	165.25	01	27	19
2.5	100.6	0.4	43.1	42.7	9.0	94.1	72.0	78.7	31.3	6.5	0.0	0.0	0.0	180.0	01	27	19
2.0	98.0	0.3	74.5	73.7	8.2	91.8	68.5	15.7	14.4	6.2	0.0	0.0	0.0	228.3333	01	27	19
2.4	97.6	0.4	41.0	40.2	9.6	90.4	65.2	19.8	18.2	7.2	0.0	0.0	0.0	163.0	01	27	19
99.4	0.6	0.4	14.2	12.3	2.4	102.6	1.2	6.9	5.5	3.0	1.0	1.0	0.0	3.0	01	27	19
99.4	0.6	0.4	14.2	12.3	5.8	99.2	55.8	3.4	2.2	6.4	1.0	0.0	0.0	139.5	01	27	19
100.7	4.3	0.2	2.8	2.5	104.5	0.5	0.7	2.5	1.7	3.8	1.0	1.0	0.0	3.5	01	27	19
101.9	3.1	0.3	14.5	14.3	1.0	90.5	0.9	30.8	29.4	4.1	1.0	1.0	0.0	3.0	01	27	19
104.6	0.4	0.5	17.0	16.6	4.2	87.3	67.9	17.3	16.5	4.6	1.0	0.0	0.0	135.8	01	27	19
104.6	0.4	0.3	3.9	3.7	4.5	87.0	65.2	5.0	4.3	4.9	1.0	0.0	0.0	217.3333	01	27	19
2.5	89.0	0.3	5.6	5.3	10.9	80.6	64.3	9.9	9.0	8.4	0.0	0.0	0.0	214.3333	01	27	19
97.3	2.7	0.4	11.2	10.8	1.6	94.3	0.8	8.7	7.3	4.3	1.0	1.0	0.0	2.0	01	27	20
96.7	3.5	0.3	77.4	77.0	1.0	99.0	0.9	74.3	39.3	4.5	1.0	1.0	0.0	3.0	01	27	20
100.2	0.0	0.3	3.5	3.2	6.5	93.5	57.4	5.5	4.6	6.5	1.0	0.0	0.0	191.3333	01	27	20
1.6	98.4	0.4	30.9	30.5	8.0	92.0	59.5	31.8	30.8	6.4	0.0	0.0	0.0	148.75	01	27	20
2.7	97.3	0.7	6.2	5.7	10.9	89.1	54.9	45.5	44.7	8.2	0.0	0.0	0.0	78.4286	01	27	20
95.5	4.5	0.4	19.5	19.0	3.4	96.6	1.0	15.4	13.8	7.9	1.0	1.0	0.0	2.5	01	27	20
0.7	99.3	0.2	28.6	28.1	5.9	94.1	70.3	24.8	23.4	5.2	0.0	0.0	0.0	351.5	01	27	20
96.0	4.0	0.3	80.3	79.8	99.8	0.2	0.8	93.9	23.6	3.8	1.0	1.0	0.0	2.6667	01	27	20
98.4	1.6	0.3	62.1	61.5	2.6	97.9	0.8	87.7	25.5	4.2	1.0	1.0	0.0	2.6667	01	27	20
99.8	0.2	0.4	1.4	1.1	3.6	96.9	0.7	1.0	0.2	3.8	1.0	1.0	1.0	1.75	01	27	20
0.5	100.0	0.5	62.9	61.8	6.8	93.7	57.2	28.9	26.9	6.3	0.0	0.0	0.0	114.4	01	27	20
97.3	3.2	0.3	45.3	44.9	0.0	121.9	0.6	28.1	26.0	3.2	1.0	1.0	0.0	2.0	01	27	20
97.7	2.8	0.4	6.6	6.3	0.4	121.5	0.6	5.7	4.8	3.2	1.0	1.0	0.0	1.5	01	27	20
98.4	2.1	0.3	18.6	18.2	1.2	120.7	0.7	16.0	15.0	3.3	1.0	1.0	0.0	2.3333	01	27	20
118.7	3.2	0.3	13.2	13.1	1.0	101.8	0.9	18.0	17.2	4.2	1.0	1.0	0.0	3.0	01	27	20
3.5	99.3	0.4	6.7	6.4	10.8	92.0	65.8	9.8	8.9	7.3	0.0	0.0	0.0	164.5	01	27	20
3.0	99.8	0.6	12.9	12.5	10.9	91.9	66.8	16.5	15.7	7.9	0.0	0.0	0.0	111.3333	01	27	20
121.8	3.6	0.4	83.2	82.7	0.9	104.4	1.0	10.5	9.1	4.5	1.0	1.0	0.0	2.5	01	27	20
124.4	1.0	1.3	4.7	4.2	2.6	102.7	0.8	4.7	3.9	3.6	1.0	1.0	0.0	0.6154	01	27	20
123.3	2.1	0.4	1.5	1.1	4.3	101.0	80.9	3.4	2.4	6.4	1.0	0.0	1.0	202.25	01	27	20
0.1	105.2	0.3	33.4	33.0	5.8	99.5	78.9	33.8	32.9	5.7	0.0	0.0	0.0	263.0	01	27	20
125.1	3.6	0.5	22.8	18.6	1.6	113.8	1.1	14.2	11.5	5.2	1.0	1.0	0.0	2.2	01	27	20
113.4	2.0	0.4	38.0	37.5	2.8	101.3	1.0	24.0	22.0	4.8	1.0	1.0	0.0	2.5	01	27	20
0.1	104.0	0.5	14.8	14.1	6.3	97.8	71.5	16.6	15.7	6.2	0.0	0.0	0.0	143.0	01	27	20
104.1	0.0	0.3	24.7	24.3	4.4	83.6	63.5	24.6	23.6	4.4	1.0	0.0	0.0	211.6667	01	27	20
102.0	0.3	0.3	31.9	31.4	3.2	93.6	0.7	27.1	25.6	3.5	1.0	1.0	0.0	2.3333	01	27	20
2.7	94.1	0.3	36.0	35.5	8.9	87.9	52.5	35.6	34.4	6.2	0.0	0.0	0.0	175.0	01	27	20
100.4	2.8	1.1	7.8	7.4	2.2	102.8	1.2	7.2	6.2	5.0	1.0	1.0	0.0	1.0909	01	27	20
102.0	1.2	0.3	39.1	38.5	4.0	101.0	63.0	21.7	19.9	5.2	1.0	0.0	0.0	210.0	01	27	20
100.2	4.8	0.6	41.1	40.2	104.9	0.1	0.9	39.7	37.7	4.7	1.0	1.0	0.0	1.5	01	27	20
104.9	0.1	0.4	75.1	74.6	5.8	89.2	55.9	45.8	42.0	5.9	1.0	0.0	0.0	139.75	01	27	20
